;spell;feels_bad_man;feels_bad_man
135;{'name': 'Headshot', 'description': 'Sniper increases his accuracy, giving him a chance to deal extra damage and briefly knocks back his enemies.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Physical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '30 / 60 / 90 / 120CHANCE: 40%'}, , ]};1;{'name': 'COOLDOWN', 'value': '0'};{'name': 'MANA COST', 'value': '0/0/0/0'}
136;{'name': 'Take Aim', 'description': ''Extends the attack range of Sniper's rifle. Can be activated to double the attack range bonus for 1 attack.'',  'attributes': [, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0'}, , ]};3;{'name': 'COOLDOWN', 'value': '9/8/7/6'};{'name': 'MANA COST', 'value': '30'}
137;{'name': 'Assassinate', 'description': 'Sniper locks onto a target enemy unit and, after a short aiming duration, fires a devastating shot that deals damage at long range and mini-stuns the target.',  'attributes': [, {'name': 'AFFECTS', 'value': 'Enemy Units'}, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '320 / 485 / 650'}, , ]};4;{'name': 'COOLDOWN', 'value': '20/15/10'};{'name': 'MANA COST', 'value': '175/225/275'}
138;{'name': 'Death Pulse', 'description': 'Necrophos releases a wave of death around him, dealing damage to enemy units and healing allied units.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '100 / 150 / 200 / 250RADIUS: 500'}, , ]};3;{'name': 'COOLDOWN', 'value': '8/7/6/5'};{'name': 'MANA COST', 'value': '100/130/160/190'}
139;{'name': 'Ghost Shroud', 'description': 'Necrophos slips into the realm that separates the living from the dead. Unable to attack or be attacked, he emits an aura that slows enemies around him. He takes additional magic damage in this form, but his restorative powers are amplified.',  'attributes': [, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0DURATION: 3 / 3.5 / 4 / 4.5'}, {'name': 'RESTORATION AMPLIFICATION', 'value': '75%'}, {'name': 'SLOW RADIUS', 'value': '750'}, {'name': 'INCREASED MAGIC DAMAGE', 'value': '40%'}, , ]};3;{'name': 'COOLDOWN', 'value': '28/24/20/16'};{'name': 'MANA COST', 'value': '50'}
140;{'name': 'Heartstopper Aura', 'description': 'Necrophos stills the hearts of his opponents, causing nearby enemy units to lose a percentage of their max health over time. Passively provides regen for 7 seconds for each unit Necrophos kills.',  'attributes': [, {'name': 'AFFECTS', 'value': 'Enemies'}, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0RADIUS: 800'}, {'name': 'HEALTH REGEN PER KILL', 'value': '3.5 / 4.5 / 5.5 / 6.5'}, {'name': 'MANA REGEN PER KILL', 'value': '3.5 / 4.5 / 5.5 / 6.5'}, {'name': 'REGEN DURATION', 'value': '7'}, , ]};9;{'name': 'COOLDOWN', 'value': '0'};{'name': 'MANA COST', 'value': '0/0/0/0'}
141;{'name': ''Reaper's Scythe'', 'description': ''Stuns the target enemy hero, then deals damage based on how much life it is missing. Heroes killed by Reaper's Scythe will have 15 seconds added to their respawn timer. Any kill under this effect is credited to Necrophos.'',  'attributes': [, {'name': 'AFFECTS', 'value': 'Enemy Heroes'}, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0DAMAGE PER MISSING HP: 0.7 / 0.8 / 0.9'}, {'name': 'STUN DURATION', 'value': '1.5 / 1.5 / 1.5'}, {'name': 'ADDED RESPAWN TIME', 'value': '15 / 25 / 35'}, , ]};4;{'name': 'COOLDOWN', 'value': '120'};{'name': 'MANA COST', 'value': '200/350/500'}
142;{'name': 'Fatal Bonds', 'description': 'Binds several enemy units together, causing a percentage of the damage dealt to one of them to be felt by the others.',  'attributes': [, {'name': 'AFFECTS', 'value': 'Enemy Units'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0ENEMIES BOUND: 6'}, {'name': 'DURATION', 'value': '25'}, , ]};4;{'name': 'COOLDOWN', 'value': '36/30/24/18'};{'name': 'MANA COST', 'value': '140'}
143;{'name': 'Shadow Word', 'description': 'Warlock whispers an incantation, healing a friendly unit or damaging an enemy unit over time.',  'attributes': [, {'name': 'AFFECTS', 'value': 'Heroes'}, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '15 / 25 / 35 / 45DURATION: 12'}, , ]};4;{'name': 'COOLDOWN', 'value': '16'};{'name': 'MANA COST', 'value': '120/130/140/150'}
144;{'name': 'Upheaval', 'description': ''CHANNELED - A powerful slowing current that grows stronger as it's channelled. Lasts up to %abilitychanneltime% seconds.  Enemies are slowed for 3 seconds after leaving the area or the spell ends.'',  'attributes': [, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0RADIUS: 650 / 650 / 650 / 650'}, {'name': 'MAX SLOW CHANNEL DURATION', 'value': '12.5 / 6.5 / 4.5 / 3.5'}, {'name': 'MAX SLOW', 'value': '84%'}, , ]};11;{'name': 'COOLDOWN', 'value': '50/46/42/38'};{'name': 'MANA COST', 'value': '70/90/110/130'}
145;{'name': 'Chaotic Offering', 'description': 'Summons a Golem from the depths, stunning enemies for one second. The Golem lives 60 seconds, takes reduced damage from spells, has Permanent Immolation and Flaming Fists on attack.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'Yes'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0SUMMON BLAST RADIUS: 600'}, {'name': 'GOLEM HEALTH', 'value': '1000 / 2000 / 3000'}, {'name': 'GOLEM DAMAGE', 'value': '100 / 150 / 200'}, {'name': 'GOLEM HEALTH REGEN', 'value': '25 / 50 / 75'}, , ]};2;{'name': 'COOLDOWN', 'value': '170'};{'name': 'MANA COST', 'value': '250/375/500'}
146;{'name': 'Wild Axes', 'description': 'Beastmaster sends his axes flying and calls them home again, slicing through enemy units and trees along their path.  Each axe can hit an enemy once, and amplifies subsequent damage from Beastmaster and his units.',  'attributes': [, {'name': 'AFFECTS', 'value': 'Enemy Units'}, {'name': 'DAMAGE TYPE', 'value': 'Physical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'Yes'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0CAST RANGE: 1500'}, {'name': 'DAMAGE AMP PER STACK', 'value': '6% / 8% / 10% / 12%'}, , ]};2;{'name': 'COOLDOWN', 'value': '8'};{'name': 'MANA COST', 'value': '80/85/90/95'}
147;{'name': 'Call of the Wild Hawk', 'description': 'Beastmaster sends an invisible Hawk to scout an area.',  'attributes': [, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0SUMMON DURATION: 60'}, {'name': 'HAWK HEALTH', 'value': '150 / 200 / 250 / 300'}, {'name': 'HAWK VISION', 'value': '600 / 700 / 800 / 900'}, , ]};2;{'name': 'COOLDOWN', 'value': '60/50/40/30'};{'name': 'MANA COST', 'value': '30'}
148;{'name': 'Inner Beast', 'description': 'Untaps the inner fury of nearby allies, passively increasing their attack speed.',  'attributes': [, {'name': 'AFFECTS', 'value': 'Allies'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'Yes'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0RADIUS: 1200'}, , ]};1;{'name': 'COOLDOWN', 'value': '0'};{'name': 'MANA COST', 'value': '0/0/0/0'}
149;{'name': 'Primal Roar', 'description': 'Beastmaster lets loose a deafening roar that stuns, and shoves open a path to its target. All units in the path of the roar are damaged, while units shoved aside by the roar have their movement and attack speed slowed. Additionally, Beastmaster and his units gain 40% movement speed for 3 seconds.',  'attributes': [, {'name': 'AFFECTS', 'value': 'Enemy Units'}, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'Yes'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0STUN DURATION: 3 / 3.5 / 4'}, {'name': 'DAMAGE', 'value': '150 / 225 / 300'}, {'name': 'SHOUT WIDTH', 'value': '300'}, {'name': 'MOVEMENT SLOW', 'value': '60%'}, {'name': 'ATTACK SLOW', 'value': '60'}, {'name': 'SLOW DURATION', 'value': '3 / 3.5 / 4'}, , ]};4;{'name': 'COOLDOWN', 'value': '90/80/70'};{'name': 'MANA COST', 'value': '150/175/200'}
150;{'name': 'Shadow Strike', 'description': 'Hurls a poisoned dagger which deals large initial damage, and then deals damage over time. The poisoned unit has its movement speed slowed for %abilityduration% seconds.  An instance of damage is dealt every 3 seconds.',  'attributes': [, {'name': 'AFFECTS', 'value': 'Enemy Units'}, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0INITIAL DAMAGE: 50 / 75 / 100 / 125'}, {'name': 'DAMAGE PER TICK', 'value': '30 / 50 / 70 / 90'}, {'name': 'MOVEMENT SLOW', 'value': '20% / 30% / 40% / 50%'}, , ]};4;{'name': 'COOLDOWN', 'value': '16/12/8/4'};{'name': 'MANA COST', 'value': '110'}
151;{'name': 'Blink', 'description': 'Short distance teleportation that allows Queen of Pain to move in and out of combat.',  'attributes': [, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0RANGE: 1300'}, , ]};2;{'name': 'COOLDOWN', 'value': '15/12/9/6'};{'name': 'MANA COST', 'value': '60/60/60/60'}
152;{'name': 'Scream Of Pain', 'description': 'The Queen of Pain lets loose a piercing scream around her, damaging nearby enemies.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '75 / 150 / 225 / 300RADIUS: 525'}, , ]};3;{'name': 'COOLDOWN', 'value': '7'};{'name': 'MANA COST', 'value': '80/100/120/140'}
153;{'name': 'Sonic Wave', 'description': 'Creates a gigantic wave of sound in front of Queen of Pain, dealing heavy damage to all enemy units in its wake and pushing them back.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Pure'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'Yes'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0WAVE MAX RADIUS: 450'}, {'name': 'DAMAGE', 'value': '340 / 430 / 520'}, {'name': 'KNOCKBACK DISTANCE', 'value': '350'}, , ]};2;{'name': 'COOLDOWN', 'value': '135'};{'name': 'MANA COST', 'value': '250/360/500'}
154;{'name': 'Venomous Gale', 'description': 'Launches a ball of venom in a line, poisoning enemy units so that they take both initial damage and damage over time, as well as suffering slowed movement.  Venomous Gale deals damage every 3 seconds over its duration.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0DURATION: 15 / 15 / 15 / 15'}, {'name': 'INITIAL DAMAGE', 'value': '25 / 50 / 75 / 100'}, {'name': 'DAMAGE PER TICK', 'value': '15 / 45 / 75 / 105'}, {'name': 'SLOW', 'value': '50% / 50% / 50% / 50%'}, , ]};2;{'name': 'COOLDOWN', 'value': '21/20/19/18'};{'name': 'MANA COST', 'value': '125'}
155;{'name': 'Poison Sting', 'description': ''Adds poison damage to Venomancer's normal attacks, slowing movement speed.'',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0DURATION: 6 / 9 / 12 / 15'}, {'name': 'DAMAGE PER SECOND', 'value': '6 / 12 / 18 / 24'}, {'name': 'HP REGEN REDUCTION', 'value': '15% / 20% / 25% / 30%'}, , ]};1;{'name': 'COOLDOWN', 'value': '0'};{'name': 'MANA COST', 'value': '0/0/0/0'}
156;{'name': 'Plague Ward', 'description': 'Summons a plague ward to attack enemy units and structures. The ward is immune to magic. Wards gain the Poison Sting level from Venomancer, dealing 50% of the full damage.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Physical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'Yes'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0DURATION: 40'}, , ]};2;{'name': 'COOLDOWN', 'value': '5'};{'name': 'MANA COST', 'value': '20/20/20/20'}
157;{'name': 'Poison Nova', 'description': 'A spreading ring of poison that does damage over time to enemy units around Venomancer.  Poison Nova cannot deal lethal damage targets will be left with at least 1 health.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0DAMAGE: 40 / 65 / 90'}, , ]};3;{'name': 'COOLDOWN', 'value': '140/120/100'};{'name': 'MANA COST', 'value': '200/300/400'}
158;{'name': 'Time Walk', 'description': 'Rushes to a target location while backtracking any damage taken the last 2 seconds.',  'attributes': [, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'Yes'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0BACKTRACK DURATION: 2'}, , ]};2;{'name': 'COOLDOWN', 'value': '24/18/12/6'};{'name': 'MANA COST', 'value': '40'}
159;{'name': 'Time Dilation', 'description': 'Faceless Void traps all nearby enemies in a time dilation field for 8 seconds, extending their cooldowns and slowing their movement and attack speed by 10% for each cooldown extended.',  'attributes': [, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0RADIUS: 775'}, {'name': 'DURATION', 'value': '8 / 10 / 12 / 14'}, {'name': 'SLOW PER COOLDOWN', 'value': '10%'}, {'name': 'COOLDOWN PROGRESSION SLOW', 'value': '75%'}, , ]};3;{'name': 'COOLDOWN', 'value': '40/34/28/22'};{'name': 'MANA COST', 'value': '75'}
160;{'name': 'Time Lock', 'description': 'Adds the chance for an attack to lock an enemy unit in time while attacking it a second time.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'Yes'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0DURATION: 0.65'}, {'name': 'CHANCE', 'value': '12% / 16% / 20% / 24%'}, , ]};1;{'name': 'COOLDOWN', 'value': '0'};{'name': 'MANA COST', 'value': '0/0/0/0'}
161;{'name': 'Chronosphere', 'description': 'Creates a blister in spacetime, trapping all units caught in its sphere of influence and causes you to move very quickly inside it.  Only Faceless Void and any units he controls are unaffected.  Invisible enemies in the sphere will be revealed.',  'attributes': [, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'Yes'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0DURATION: 4 / 4.5 / 5'}, , ]};2;{'name': 'COOLDOWN', 'value': '160'};{'name': 'MANA COST', 'value': '150/225/300'}
162;{'name': 'Wraithfire Blast', 'description': 'Wraith King sears an enemy unit with spectral fire, dealing damage and stunning, then dealing damage over time and slowing the target.',  'attributes': [, {'name': 'AFFECTS', 'value': 'Enemy Units'}, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '70 / 80 / 90 / 100STUN DURATION: 1.1 / 1.4 / 1.7 / 2'}, {'name': 'MOVEMENT SLOW', 'value': '20%'}, , ]};4;{'name': 'COOLDOWN', 'value': '14/12/10/8'};{'name': 'MANA COST', 'value': '95/110/125/140'}
163;{'name': 'Vampiric Aura', 'description': 'Nearby friendly melee units deal bonus damage and restore health based on the damage they deal when attacking enemy units. Does not affect allied creeps.',  'attributes': [, {'name': 'AFFECTS', 'value': 'Allies'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'Yes'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0BONUS DAMAGE: 6 / 12 / 18 / 24'}, , ]};9;{'name': 'COOLDOWN', 'value': '0'};{'name': 'MANA COST', 'value': '0/0/0/0'}
164;{'name': 'Mortal Strike', 'description': 'Wraith King passively gains a chance to deal bonus damage on an attack. Every two kills on an enemy unit adds a skeleton charge. Skeletons respawn once when killed.',  'attributes': [, {'name': 'AFFECTS', 'value': 'Enemy Heroes'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0CRITICAL DAMAGE: 300%'}, {'name': 'CRITICAL CHANCE', 'value': '9% / 11% / 13% / 15%'}, {'name': 'SKELETON DURATION', 'value': '90'}, , ]};3;{'name': 'COOLDOWN', 'value': '50'};{'name': 'MANA COST', 'value': '50/60/70/80'}
165;{'name': 'Reincarnation', 'description': ''Wraith King's form regroups after death, allowing him to resurrect when killed in battle.  Upon death, enemy units in a 900 radius will be slowed.'',  'attributes': [, {'name': 'AFFECTS', 'value': 'Allied Heroes'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0REINCARNATION TIME: 3 / 3 / 3'}, {'name': 'MOVEMENT SLOW', 'value': '75%'}, {'name': 'ATTACK SPEED SLOW', 'value': '75'}, {'name': 'SLOW DURATION', 'value': '5'}, , ]};1;{'name': 'COOLDOWN', 'value': '200/120/40'};{'name': 'MANA COST', 'value': '160'}
166;{'name': 'Crypt Swarm', 'description': 'Sends a swarm of winged beasts to savage enemy units in front of Death Prophet.',  'attributes': [, {'name': 'AFFECTS', 'value': 'Enemy Units'}, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '75 / 150 / 225 / 300CAST RANGE: 810 / 810 / 810 / 810'}, , ]};10;{'name': 'COOLDOWN', 'value': '8/7/6/5'};{'name': 'MANA COST', 'value': '85/110/135/160'}
167;{'name': 'Silence', 'description': 'Prevents enemy units in a target area from casting spells.',  'attributes': [, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0RADIUS: 425'}, {'name': 'DURATION', 'value': '3 / 4 / 5 / 6'}, , ]};2;{'name': 'COOLDOWN', 'value': '15/14/13/12'};{'name': 'MANA COST', 'value': '80/90/100/110'}
168;{'name': 'Spirit Siphon', 'description': 'Creates a spirit link between Death Prophet and an enemy unit, draining 14 + %damage_pct%% Max HP per second and steal %movement_slow%% movement speed from the enemy.',  'attributes': [, {'name': 'AFFECTS', 'value': 'Enemy Units'}, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0BASE DAMAGE: 14'}, {'name': 'DURATION', 'value': '6'}, {'name': 'SPEED STEAL', 'value': '4% / 6% / 8% / 10%'}, {'name': 'MAX CHARGES', 'value': '1 / 2 / 3 / 4'}, {'name': 'CHARGE RESTORE TIME', 'value': '60 / 52 / 44 / 36'}, ]};4;feels_bad_man;{'name': 'MANA COST', 'value': '70'}
169;{'name': 'Exorcism', 'description': ''Unleashes evil spirits to drain the life of nearby enemy units and structures. At the end of the spell's duration, Death Prophet is healed in proportion to the damage dealt. Lasts %abilityduration% seconds.'',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Physical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'Yes'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0RADIUS: 700 / 700 / 700'}, {'name': 'LIFE DRAIN', 'value': '25% / 25% / 25%'}, {'name': 'SPIRIT DAMAGE', 'value': '61'}, , ]};3;{'name': 'COOLDOWN', 'value': '145'};{'name': 'MANA COST', 'value': '200/300/400'}
170;{'name': 'Stifling Dagger', 'description': ''Throws a dagger slowing the enemy unit's movement speed, dealing 65+25% of Phantom Assassin's attack damage as physical damage and applying attack effects from items and abilities.'',  'attributes': [, {'name': 'AFFECTS', 'value': 'Enemy Units'}, {'name': 'DAMAGE TYPE', 'value': 'Physical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'Yes'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0MOVE SLOW: 50%'}, {'name': 'SLOW DURATION', 'value': '1.75 / 2.5 / 3.25 / 4'}, {'name': 'BASE DAMAGE', 'value': '65'}, {'name': 'ATTACK DAMAGE', 'value': '25% / 40% / 55% / 70%'}, , ]};4;{'name': 'COOLDOWN', 'value': '6'};{'name': 'MANA COST', 'value': '30'}
171;{'name': 'Phantom Strike', 'description': ''Teleports to a unit, friendly or enemy, and grants bonus attack speed while attacking if it's an enemy unit.'',  'attributes': [, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'Yes'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0BONUS ATTACK SPEED: 100 / 125 / 150 / 175'}, {'name': 'DURATION', 'value': '2'}, , ]};4;{'name': 'COOLDOWN', 'value': '11/9/7/5'};{'name': 'MANA COST', 'value': '35/40/45/50'}
172;{'name': 'Blur', 'description': 'Phantom Assassin focuses inward, increasing her ability to evade enemy attacks. Can be activated to blur her body, causing her to be impossible to see until near enemy heroes.\r\n\r\nStacks diminishingly with other sources of Evasion.',  'attributes': [, {'name': 'AFFECTS', 'value': 'Allied Heroes'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0DURATION: 25'}, {'name': 'VANISH RADIUS', 'value': '600'}, {'name': 'VANISH BUFFER', 'value': '0.75'}, , ]};3;{'name': 'COOLDOWN', 'value': '60/55/50/45'};{'name': 'MANA COST', 'value': '50'}
